pokemon_name,pokemon_type/0,pokemon_type/1,moves/0/name,moves/0/type,moves/0/category,moves/0/power,moves/0/accuracy,moves/0/pp,moves/0/statToChange,moves/0/statChangeAmount,moves/0/statTarget,moves/1/name,moves/1/type,moves/1/category,moves/1/power,moves/1/accuracy,moves/1/pp,moves/1/statToChange,moves/1/statChangeAmount,moves/1/statTarget,moves/2/name,moves/2/type,moves/2/category,moves/2/power,moves/2/accuracy,moves/2/pp,moves/2/statToChange,moves/2/statChangeAmount,moves/2/statTarget,moves/3/name,moves/3/type,moves/3/category,moves/3/power,moves/3/accuracy,moves/3/pp,moves/3/statToChange,moves/3/statChangeAmount,moves/3/statTarget,moves/4/name,moves/4/type,moves/4/category,moves/4/power,moves/4/accuracy,moves/4/pp,moves/4/statToChange,moves/4/statChangeAmount,moves/4/statTarget,moves/5/name,moves/5/type,moves/5/category,moves/5/power,moves/5/accuracy,moves/5/pp,moves/5/statToChange,moves/5/statChangeAmount,moves/5/statTarget,moves/6/name,moves/6/type,moves/6/category,moves/6/power,moves/6/accuracy,moves/6/pp,moves/6/statToChange,moves/6/statChangeAmount,moves/6/statTarget,moves/7/name,moves/7/type,moves/7/category,moves/7/power,moves/7/accuracy,moves/7/pp,moves/7/statToChange,moves/7/statChangeAmount,moves/7/statTarget,moves/8/name,moves/8/type,moves/8/category,moves/8/power,moves/8/accuracy,moves/8/pp,moves/8/statToChange,moves/8/statChangeAmount,moves/8/statTarget,moves/9/name,moves/9/type,moves/9/category,moves/9/power,moves/9/accuracy,moves/9/pp,moves/9/statToChange,moves/9/statChangeAmount,moves/9/statTarget,moves/10/name,moves/10/type,moves/10/category,moves/10/power,moves/10/accuracy,moves/10/pp,moves/10/statToChange,moves/10/statChangeAmount,moves/10/statTarget,moves/11/name,moves/11/type,moves/11/category,moves/11/power,moves/11/accuracy,moves/11/pp,moves/11/statToChange,moves/11/statChangeAmount,moves/11/statTarget,moves/12/name,moves/12/type,moves/12/category,moves/12/power,moves/12/accuracy,moves/12/pp,moves/12/statToChange,moves/12/statChangeAmount,moves/12/statTarget,moves/13/name,moves/13/type,moves/13/category,moves/13/power,moves/13/accuracy,moves/13/pp,moves/13/statToChange,moves/13/statChangeAmount,moves/13/statTarget,moves/14/name,moves/14/type,moves/14/category,moves/14/power,moves/14/accuracy,moves/14/pp,moves/14/statToChange,moves/14/statChangeAmount,moves/14/statTarget
Weepinbell,grass,poison,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,giga-drain,grass,special,75,100,10,none,0,none,slam,normal,physical,80,75,20,none,0,none,sludge-bomb,poison,special,90,100,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,toxic,poison,status,0,90,10,poison,0,enemy,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,acid,poison,special,40,100,30,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,growth,normal,status,,,20,spA,1,self,razor-leaf,grass,physical,55,95,25,none,0,none,solar-beam,grass,special,120,100,10,none,0,none
Victreebel,grass,poison,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,solar-beam,grass,special,120,100,10,none,0,none,slam,normal,physical,80,75,20,none,0,none,giga-drain,grass,special,75,100,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,sludge-bomb,poison,special,90,100,10,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,acid,poison,special,40,100,30,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,growth,normal,status,,,20,spA,1,self,toxic,poison,status,0,90,10,poison,0,enemy
Tentacool,water,poison,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,sludge-bomb,poison,special,90,100,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,toxic,poison,status,0,90,10,poison,0,enemy,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,poison-sting,poison,physical,15,100,35,none,0,none,supersonic,normal,status,,55,20,none,0,enemy,acid,poison,special,40,100,30,none,0,none,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none
Tentacruel,water,poison,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,sludge-bomb,poison,special,90,100,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,toxic,poison,status,0,90,10,poison,0,enemy,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,poison-sting,poison,physical,15,100,35,none,0,none,supersonic,normal,status,,55,20,none,0,enemy,acid,poison,special,40,100,30,none,0,none,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none
Geodude,rock,ground,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,stone-edge,rock,physical,100,80,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,flamethrower,fire,special,90,100,15,none,0,none,submission,fighting,physical,80,80,20,none,0,none,counter,fighting,physical,,100,20,none,0,none,seismic-toss,fighting,physical,,100,20,none,0,none,strength,normal,physical,80,100,15,none,0,none,earthquake,ground,physical,100,100,10,none,0,none
Graveler,rock,ground,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,stone-edge,rock,physical,100,80,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,flamethrower,fire,special,90,100,15,none,0,none,submission,fighting,physical,80,80,20,none,0,none,counter,fighting,physical,,100,20,none,0,none,seismic-toss,fighting,physical,,100,20,none,0,none,strength,normal,physical,80,100,15,none,0,none,earthquake,ground,physical,100,100,10,none,0,none
Golem,rock,ground,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,stone-edge,rock,physical,100,80,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,roar,normal,status,,,20,none,0,enemy,flamethrower,fire,special,90,100,15,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,submission,fighting,physical,80,80,20,none,0,none,earthquake,ground,physical,100,100,10,none,0,none
Ponyta,fire,,stomp,normal,physical,65,100,20,none,0,none,double-kick,fighting,physical,30,100,30,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,fire-blast,fire,special,110,85,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,growl,normal,status,,100,40,attack,-1,enemy,ember,fire,special,40,100,25,none,0,none,flamethrower,fire,special,90,100,15,none,0,none,low-kick,fighting,status,,100,20,none,0,none,strength,normal,physical,80,100,15,none,0,none
Rapidash,fire,,pay-day,normal,physical,40,100,20,none,0,none,swords-dance,normal,status,,,20,attack,2,self,stomp,normal,physical,65,100,20,none,0,none,double-kick,fighting,physical,30,100,30,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,fire-blast,fire,special,110,85,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,tail-whip,normal,status,,100,30,defense,-1,enemy,growl,normal,status,,100,40,attack,-1,enemy,ember,fire,special,40,100,25,none,0,none,flamethrower,fire,special,90,100,15,none,0,none
Slowpoke,water,psychic,pay-day,normal,physical,40,100,20,none,0,none,stomp,normal,physical,65,100,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,psychic,psychic,special,90,100,10,spD,-1,enemy,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,calm-mind,psychic,status,0,100,20,spA,1,self,disable,normal,status,,100,20,none,0,enemy,flamethrower,fire,special,90,100,15,none,0,none,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none
Slowbro,water,psychic,mega-punch,normal,physical,80,85,20,none,0,none,pay-day,normal,physical,40,100,20,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,stomp,normal,physical,65,100,20,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,surf,water,special,90,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,psychic,psychic,special,90,100,10,spD,-1,enemy,disable,normal,status,,100,20,none,0,enemy,flamethrower,fire,special,90,100,15,none,0,none,calm-mind,psychic,status,0,100,20,spA,1,self,hydro-pump,water,special,110,80,5,none,0,none
Magnemite,electric,steel,headbutt,normal,physical,70,100,15,none,0,none,iron-head,steel,physical,80,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,flash-cannon,steel,special,80,100,10,none,0,none,sonic-boom,normal,special,,90,20,none,0,none,thunder-shock,electric,special,40,100,30,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder-wave,electric,status,,90,20,paralyze,0,enemy,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,rage,normal,physical,20,100,20,none,0,none,teleport,psychic,status,,,20,none,0,self,mimic,normal,status,,,10,none,0,self,screech,normal,status,,85,40,defense,-2,enemy
Magneton,electric,steel,headbutt,normal,physical,70,100,15,none,0,none,iron-head,steel,physical,80,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,flash-cannon,steel,special,80,100,10,none,0,none,sonic-boom,normal,special,,90,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,thunder-shock,electric,special,40,100,30,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder-wave,electric,status,,90,20,paralyze,0,enemy,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,rage,normal,physical,20,100,20,none,0,none,teleport,psychic,status,,,20,none,0,self,mimic,normal,status,,,10,none,0,self
Farfetchd,normal,flying,razor-wind,normal,special,80,100,10,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,gust,flying,special,40,100,35,none,0,none,whirlwind,normal,status,,,20,none,0,enemy,fly,flying,physical,90,95,15,none,0,none,sand-attack,ground,status,,100,15,accuracy,-1,enemy,headbutt,normal,physical,70,100,15,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,return,normal,physical,102,100,20,none,0,none,brave-bird,flying,physical,120,100,15,none,0,none,hurricane,flying,special,110,70,10,none,0,none
Doduo,normal,flying,swords-dance,normal,status,,,20,attack,2,self,wing-attack,flying,physical,60,100,35,none,0,none,whirlwind,normal,status,,,20,none,0,enemy,fly,flying,physical,90,95,15,none,0,none,jump-kick,fighting,physical,100,95,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,return,normal,physical,102,100,20,none,0,none,brave-bird,flying,physical,120,100,15,none,0,none,hurricane,flying,special,110,70,10,none,0,none,peck,flying,physical,35,100,35,none,0,none
Dodrio,normal,flying,swords-dance,normal,status,,,20,attack,2,self,wing-attack,flying,physical,60,100,35,none,0,none,whirlwind,normal,status,,,20,none,0,enemy,fly,flying,physical,90,95,15,none,0,none,jump-kick,fighting,physical,100,95,10,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,fury-attack,normal,physical,15,85,20,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,return,normal,physical,102,100,20,none,0,none,brave-bird,flying,physical,120,100,15,none,0,none,hurricane,flying,special,110,70,10,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none
Seel,water,,pay-day,normal,physical,40,100,20,none,0,none,slam,normal,physical,80,75,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,growl,normal,status,,100,40,attack,-1,enemy,disable,normal,status,,100,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none
Dewgong,water,ice,pay-day,normal,physical,40,100,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,horn-drill,normal,physical,,30,5,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,growl,normal,status,,100,40,attack,-1,enemy,disable,normal,status,,100,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none,aurora-beam,ice,special,65,100,20,none,0,none
Grimer,poison,,sludge-bomb,poison,special,90,100,10,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,disable,normal,status,,100,20,none,0,enemy,flamethrower,fire,special,90,100,15,none,0,none,strength,normal,physical,80,100,15,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder,electric,special,110,70,10,none,0,none,dig,ground,physical,80,100,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy
Muk,poison,,sludge-bomb,poison,special,90,100,10,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,disable,normal,status,,100,20,none,0,enemy,flamethrower,fire,special,90,100,15,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,strength,normal,physical,80,100,15,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,0,90,10,poison,0,enemy
Shellder,water,,headbutt,normal,physical,70,100,15,none,0,none,tackle,normal,physical,40,100,35,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,twineedle,bug,physical,25,100,20,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,supersonic,normal,status,,55,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none,aurora-beam,ice,special,65,100,20,none,0,none,toxic,poison,status,,90,10,poison,0,enemy
Cloyster,water,ice,headbutt,normal,physical,70,100,15,none,0,none,tackle,normal,physical,40,100,35,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,twineedle,bug,physical,25,100,20,none,0,none,pin-missile,bug,physical,25,95,20,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,supersonic,normal,status,,55,20,none,0,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none,bubble-beam,water,special,65,100,20,none,0,none
Gastly,ghost,poison,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,disable,normal,status,,100,20,none,0,enemy,mega-drain,grass,special,40,100,15,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,psychic,psychic,special,90,100,10,none,0,none,hypnosis,psychic,status,,60,20,sleep,0,enemy,rage,normal,physical,20,100,20,none,0,none,night-shade,ghost,special,,100,15,none,0,none,mimic,normal,status,,,10,none,0,self,sludge-bomb,poison,special,90,100,10,none,0,none
Haunter,ghost,poison,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,psychic,psychic,special,90,100,10,none,0,none,hypnosis,psychic,status,,60,20,sleep,0,enemy,rage,normal,physical,20,100,20,none,0,none,night-shade,ghost,special,,100,15,none,0,none,mimic,normal,status,,,10,none,0,self,double-team,normal,status,,,15,evasion,1,self,sludge-bomb,poison,special,90,100,10,none,0,none
Gengar,ghost,poison,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,disable,normal,status,,100,20,none,0,enemy,hyper-beam,normal,special,150,90,5,none,0,none,submission,fighting,physical,80,80,20,none,0,none,counter,fighting,physical,,100,20,none,0,none,seismic-toss,fighting,physical,,100,20,none,0,none,toxic,poison,status,0,90,10,poison,0,enemy
Onix,rock,ground,stone-edge,rock,physical,100,80,5,none,0,none,slam,normal,physical,80,75,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,rock-slide,rock,physical,75,90,10,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,roar,normal,status,,,20,none,0,enemy,strength,normal,physical,80,100,15,none,0,none,rock-throw,rock,physical,50,90,15,none,0,none,earthquake,ground,physical,100,100,10,none,0,none,fissure,ground,physical,,30,5,none,0,none,dig,ground,physical,80,100,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,rage,normal,physical,20,100,20,none,0,none
Drowzee,psychic,,psychic,psychic,special,90,100,10,spD,-1,enemy,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,disable,normal,status,,100,20,none,0,enemy,psybeam,psychic,special,65,100,20,none,0,none,submission,fighting,physical,80,80,20,none,0,none,low-kick,fighting,status,,100,20,none,0,none,calm-mind,psychic,status,0,100,20,spA,1,self
Hypno,psychic,,psychic,psychic,special,90,100,10,spD,-1,enemy,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,ice-punch,ice,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,disable,normal,status,,100,20,none,0,enemy,psybeam,psychic,special,65,100,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,submission,fighting,physical,80,80,20,none,0,none,calm-mind,psychic,status,0,100,20,spA,1,self
Krabby,water,,vice-grip,normal,physical,55,100,30,none,0,none,guillotine,normal,physical,,30,5,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,slam,normal,physical,80,75,20,none,0,none,stomp,normal,physical,65,100,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,water-gun,water,special,40,100,25,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none,blizzard,ice,special,110,70,5,none,0,none
Kingler,water,,vice-grip,normal,physical,55,100,30,none,0,none,guillotine,normal,physical,,30,5,none,0,none,swords-dance,normal,status,,,20,attack,2,self,cut,normal,physical,50,95,30,none,0,none,slam,normal,physical,80,75,20,none,0,none,stomp,normal,physical,65,100,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,water-gun,water,special,40,100,25,none,0,none,hydro-pump,water,special,110,80,5,none,0,none,surf,water,special,90,100,15,none,0,none,ice-beam,ice,special,90,100,10,none,0,none
Voltorb,electric,,headbutt,normal,physical,70,100,15,none,0,none,tackle,normal,physical,40,100,35,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,sonic-boom,normal,special,,90,20,none,0,none,thunder-shock,electric,special,40,100,30,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder-wave,electric,status,,90,20,paralyze,0,enemy,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,agility,psychic,status,,,30,speed,2,self,rage,normal,physical,20,100,20,none,0,none,teleport,psychic,status,,,20,none,0,self,mimic,normal,status,,,10,none,0,self,screech,normal,status,,85,40,defense,-2,enemy
Electrode,electric,,headbutt,normal,physical,70,100,15,none,0,none,tackle,normal,physical,40,100,35,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,sonic-boom,normal,special,,90,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,thunder-shock,electric,special,40,100,30,none,0,none,thunderbolt,electric,special,90,100,15,none,0,none,thunder-wave,electric,status,,90,20,paralyze,0,enemy,thunder,electric,special,110,70,10,none,0,none,toxic,poison,status,,90,10,poison,0,enemy,agility,psychic,status,,,30,speed,2,self,rage,normal,physical,20,100,20,none,0,none,teleport,psychic,status,,,20,none,0,self,mimic,normal,status,,,10,none,0,self
Exeggcute,grass,psychic,swords-dance,normal,status,,,20,attack,2,self,headbutt,normal,physical,70,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,strength,normal,physical,80,100,15,none,0,none,absorb,grass,special,20,100,25,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,leech-seed,grass,status,,90,10,none,0,enemy,solar-beam,grass,special,120,100,10,none,0,none,poison-powder,poison,status,,75,35,poison,0,enemy,stun-spore,grass,status,,75,30,paralyze,0,enemy,sleep-powder,grass,status,,75,15,sleep,0,enemy,toxic,poison,status,,90,10,poison,0,enemy,calm-mind,psychic,status,0,100,20,spA,1,self
Exeggutor,grass,psychic,swords-dance,normal,status,,,20,attack,2,self,stomp,normal,physical,65,100,20,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,psybeam,psychic,special,65,100,20,none,0,none,hyper-beam,normal,special,150,90,5,none,0,none,low-kick,fighting,status,,100,20,none,0,none,strength,normal,physical,80,100,15,none,0,none,absorb,grass,special,20,100,25,none,0,none,mega-drain,grass,special,40,100,15,none,0,none,leech-seed,grass,status,,90,10,none,0,enemy,solar-beam,grass,special,120,100,10,none,0,none,calm-mind,psychic,status,0,100,20,spA,1,self
Cubone,ground,,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,swords-dance,normal,status,,,20,attack,2,self,double-kick,fighting,physical,30,100,30,none,0,none,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,earthquake,ground,physical,100,100,10,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,growl,normal,status,,100,40,attack,-1,enemy,flamethrower,fire,special,90,100,15,none,0,none
Marowak,ground,,mega-punch,normal,physical,80,85,20,none,0,none,fire-punch,fire,physical,75,100,15,none,0,none,thunder-punch,electric,physical,75,100,15,none,0,none,swords-dance,normal,status,,,20,attack,2,self,mega-kick,normal,physical,120,75,5,none,0,none,headbutt,normal,physical,70,100,15,none,0,none,body-slam,normal,physical,85,100,15,none,0,none,take-down,normal,physical,90,85,20,none,0,none,thrash,normal,physical,120,100,10,none,0,none,double-edge,normal,physical,120,100,15,none,0,none,earthquake,ground,physical,100,100,10,none,0,none,leer,normal,status,,100,30,defense,-1,enemy,growl,normal,status,,100,40,attack,-1,enemy,flamethrower,fire,special,90,100,15,none,0,none,water-gun,water,special,40,100,25,none,0,none
